6,190,5
4,1,46,1
5,1,46,3
6,1,46,0
1,1,47,14
2,1,47,18
3,1,47,20
4,1,47,18
5,1,47,15
6,1,47,15
1,1,48,2
2,1,48,0
3,1,48,3
4,1,48,6
5,1,48,8
6,1,48,9
1,1,49,10
2,1,49,11
3,1,49,15
4,1,49,12
5,1,49,16
6,1,49,20
1,1,50,8
2,1,50,7
3,1,50,6
4,1,50,7
5,1,50,7
6,1,50,9
1,1,51,19
2,1,51,16
3,1,51,13
4,1,51,15
5,1,51,12
6,1,51,14
1,1,52,8
2,1,52,12
3,1,52,9
4,1,52,9
5,1,52,12
6,1,52,15
1,1,53,4
2,1,53,7
3,1,53,11
4,1,53,8
5,1,53,11
6,1,53,15
1,1,54,17
2,1,54,14
3,1,54,12
4,1,54,15
5,1,54,12
6,1,54,13
1,1,55,13
2,1,55,17
3,1,55,18
4,1,55,19
5,1,55,20
6,1,55,17
1,1,56,8
2,1,56,10
3,1,56,14
4,1,56,18
5,1,56,16
6,1,56,15
1,1,57,4
2,1,57,5
3,1,57,4
4,1,57,8
5,1,57,7
6,1,57,9
1,1,58,10
2,1,58,8
3,1,58,10
4,1,58,8
5,1,58,9
6,1,58,12
1,1,59,17
2,1,59,18
3,1,59,20
4,1,59,19
5,1,59,17
6,1,59,14
1,1,60,12
2,1,60,11
3,1,60,12
4,1,60,9
5,1,60,8
6,1,60,9
1,1,61,16
2,1,61,19
3,1,61,19
4,1,61,19
5,1,61,20
6,1,61,18
1,1,62,11
2,1,62,12
3,1,62,14
4,1,62,16
5,1,62,18
6,1,62,15
1,1,63,9
2,1,63,8
3,1,63,12
4,1,63,16
5,1,63,14
6,1,63,17
1,1,64,13
2,1,64,15
3,1,64,12
4,1,64,14
5,1,64,18
6,1,64,20
1,1,65,15
2,1,65,18
3,1,65,15
4,1,65,19
5,1,65,18
6,1,65,19
1,1,66,7
2,1,66,10
3,1,66,9
4,1,66,10
5,1,66,12
6,1,66,15
1,1,67,4
2,1,67,3
3,1,67,7
4,1,67,10
5,1,67,13
6,1,67,16
1,1,68,1
2,1,68,1
3,1,68,5
4,1,68,2
5,1,68,3
6,1,68,4
1,1,69,19
2,1,69,18
3,1,69,16
4,1,69,14
5,1,69,17
6,1,69,20
1,1,70,12
2,1,70,10
3,1,70,14
4,1,70,17
5,1,70,14
6,1,70,18
1,1,71,3
2,1,71,7
3,1,71,4
4,1,71,3
5,1,71,1
6,1,71,4
1,1,72,17
2,1,72,14
3,1,72,14
4,1,72,13
5,1,72,17
6,1,72,14
1,1,73,13
2,1,73,16
3,1,73,18
4,1,73,20
5,1,73,19
6,1,73,20
1,1,74,10
2,1,74,7
3,1,74,10
4,1,74,8
5,1,74,9
6,1,74,6
1,1,75,20
2,1,75,20
3,1,75,17
4,1,75,18
5,1,75,17
6,1,75,14
1,1,76,17
2,1,76,19
3,1,76,18
4,1,76,19
5,1,76,19
6,1,76,18
1,1,77,14
2,1,77,17
3,1,77,14
4,1,77,15
5,1,77,19
6,1,77,20
1,1,78,18
2,1,78,15
3,1,78,13
4,1,78,12
5,1,78,11
6,1,78,12
1,1,79,19
2,1,79,18
3,1,79,17
4,1,79,14
5,1,79,13
6,1,79,16
1,1,80,2
2,1,80,1
3,1,80,1
4,1,80,5
5,1,80,6
6,1,80,8
1,1,81,3
2,1,81,4
3,1,81,1
4,1,81,3
5,1,81,0
6,1,81,2
1,1,82,17
2,1,82,19
3,1,82,18
4,1,82,20
5,1,82,19
6,1,82,17
1,1,83,6
2,1,83,6
3,1,83,9
4,1,83,7
5,1,83,9
6,1,83,6
1,1,84,6
2,1,84,5
3,1,84,6
4,1,84,7
5,1,84,10
6,1,84,12
1,1,85,6
2,1,85,8
3,1,85,10
4,1,85,8
5,1,85,9
6,1,85,12
1,1,86,6
2,1,86,7
3,1,86,4
4,1,86,6
5,1,86,3
6,1,86,2
1,1,87,12
2,1,87,12
3,1,87,10
4,1,87,13
5,1,87,11
6,1,87,13
1,1,88,20
2,1,88,17
3,1,88,15
4,1,88,14
5,1,88,12
6,1,88,13
1,1,89,15
2,1,89,12
3,1,89,11
4,1,89,10
5,1,89,12
6,1,89,14
1,1,90,19
2,1,90,20
3,1,90,20
4,1,90,17
5,1,90,19
6,1,90,16
1,1,91,11
2,1,91,11
3,1,91,8
4,1,91,6
5,1,91,7
6,1,91,6
1,1,92,0
2,1,92,2
3,1,92,1
4,1,92,0
5,1,92,4
6,1,92,3
1,1,93,7
2,1,93,9
3,1,93,12
4,1,93,15
5,1,93,19
6,1,93,20
1,1,94,9
2,1,94,12
3,1,94,11
4,1,94,9
5,1,94,10
6,1,94,13
1,1,95,15
2,1,95,16
3,1,95,19
4,1,95,18
5,1,95,19
6,1,95,16
1,1,96,9
2,1,96,10
3,1,96,8
4,1,96,10
5,1,96,8
6,1,96,9
1,1,97,19
2,1,97,20
3,1,97,18
4,1,97,18
5,1,97,17
6,1,97,20
1,1,98,6
2,1,98,6
3,1,98,3
4,1,98,7
5,1,98,7
6,1,98,11
1,1,99,18
2,1,99,16
3,1,99,18
4,1,99,18
5,1,99,18
6,1,99,17
1,1,100,16
2,1,100,18
3,1,100,19
4,1,100,18
5,1,100,20
6,1,100,20
1,1,101,9
2,1,101,11
3,1,101,10
4,1,101,9
5,1,101,9
6,1,101,13
1,1,102,7
2,1,102,7
3,1,102,10
4,1,102,8
5,1,102,7
6,1,102,5
1,1,103,18
2,1,103,18
3,1,103,18
4,1,103,15
5,1,103,12
6,1,103,14
1,1,104,12
2,1,104,9
3,1,104,9
4,1,104,7
5,1,104,5
6,1,104,5
1,1,105,13
2,1,105,12
3,1,105,12
4,1,105,10
5,1,105,13
6,1,105,13
1,1,106,11
2,1,106,13
3,1,106,13
4,1,106,12
5,1,106,11
6,1,106,13
1,1,107,0
2,1,107,4
3,1,107,3
4,1,107,5
5,1,107,9
6,1,107,6
1,1,108,13
2,1,108,14
3,1,108,17
4,1,108,17
5,1,108,16
6,1,108,13
1,1,109,0
2,1,109,0
3,1,109,3
4,1,109,3
5,1,109,4
6,1,109,2
1,1,110,11
2,1,110,9
3,1,110,7
4,1,110,10
5,1,110,11
6,1,110,8
1,1,111,5
2,1,111,7
3,1,111,5
4,1,111,4
5,1,111,7
6,1,111,5
1,1,112,12
2,1,112,11
3,1,112,8
4,1,112,11
5,1,112,13
6,1,112,17
1,1,113,7
2,1,113,10
3,1,113,7
4,1,113,5
5,1,113,6
6,1,113,9
1,1,114,16
2,1,114,18
3,1,114,16
4,1,114,16
5,1,114,19
6,1,114,18
1,1,115,8
2,1,115,5
3,1,115,4
4,1,115,1
5,1,115,5
6,1,115,4
1,1,116,10
2,1,116,8
3,1,116,7
4,1,116,11
5,1,116,11
6,1,116,13
1,1,117,10
2,1,117,8
3,1,117,6
4,1,117,9
5,1,117,7
6,1,117,11
1,1,118,9
2,1,118,11
3,1,118,9
4,1,118,12
5,1,118,13
6,1,118,12
1,1,119,9
2,1,119,8
3,1,119,10
4,1,119,11
5,1,119,8
6,1,119,11
1,1,120,17
2,1,120,15
3,1,120,15
4,1,120,16
5,1,120,13
6,1,120,13
1,1,121,17
2,1,121,17
3,1,121,18
4,1,121,17
5,1,121,17
6,1,121,18
1,1,122,13
2,1,122,11
3,1,122,15
4,1,122,15
5,1,122,15
6,1,122,18
1,1,123,3
2,1,123,6
3,1,123,5
4,1,123,7
5,1,123,8
6,1,123,11
1,1,124,2
2,1,124,2
3,1,124,3
4,1,124,7
5,1,124,11
6,1,124,11
1,1,125,7
2,1,125,4
3,1,125,3
4,1,125,6
5,1,125,10
6,1,125,8
1,1,126,9
2,1,126,13
3,1,126,15
4,1,126,19
5,1,126,18
6,1,126,20
1,1,127,12
2,1,127,11
3,1,127,10
4,1,127,8
5,1,127,7
6,1,127,10
1,1,128,11
2,1,128,8
3,1,128,12
4,1,128,9
5,1,128,6
6,1,128,6
1,1,129,14
2,1,129,15
3,1,129,19
4,1,129,17
5,1,129,18
6,1,129,18
1,1,130,9
2,1,130,10
3,1,130,14
4,1,130,13
5,1,130,15
6,1,130,14
1,1,131,5
2,1,131,5
3,1,131,5
4,1,131,9
5,1,131,12
6,1,131,13
1,1,132,15
2,1,132,18
3,1,132,20
4,1,132,17
5,1,132,19
6,1,132,17
1,1,133,15
2,1,133,16
3,1,133,16
4,1,133,20
5,1,133,19
6,1,133,18
1,1,134,4
2,1,134,1
3,1,134,3
4,1,134,7
5,1,134,9
6,1,134,8
1,1,135,2
2,1,135,5
3,1,135,7
4,1,135,6
5,1,135,4
6,1,135,4
1,1,136,8
2,1,136,10
3,1,136,10
4,1,136,12
5,1,136,15
6,1,136,12
1,1,137,5
2,1,137,3
3,1,137,5
4,1,137,9
5,1,137,12
6,1,137,9
1,1,138,16
2,1,138,14
3,1,138,18
4,1,138,17
5,1,138,20
6,1,138,19
1,1,139,4
2,1,139,1
3,1,139,4
4,1,139,3
5,1,139,3
6,1,139,3
1,1,140,9
2,1,140,8
3,1,140,10
4,1,140,7
5,1,140,6
6,1,140,9
1,1,141,8
2,1,141,7
3,1,141,4
4,1,141,3
5,1,141,7
6,1,141,11
1,1,142,20
2,1,142,19
3,1,142,19
4,1,142,19
5,1,142,20
6,1,142,17
1,1,143,3
2,1,143,1
3,1,143,1
4,1,143,3
5,1,143,1
6,1,143,3
1,1,144,2
2,1,144,1
3,1,144,3
4,1,144,0
5,1,144,2
6,1,144,3
1,1,145,19
2,1,145,17
3,1,145,20
4,1,145,19
5,1,145,16
6,1,145,19
1,1,146,5
2,1,146,3
3,1,146,5
4,1,146,5
5,1,146,6
6,1,146,8
1,1,147,15
2,1,147,13
3,1,147,11
4,1,147,15
5,1,147,12
6,1,147,10
1,1,148,5
2,1,148,8
3,1,148,5
4,1,148,4
5,1,148,1
6,1,148,3
1,1,149,3
2,1,149,1
3,1,149,3
4,1,149,4
5,1,149,6
6,1,149,9
1,1,150,10
2,1,150,9
3,1,150,7
4,1,150,10
5,1,150,14
6,1,150,12
1,1,151,14
2,1,151,15
3,1,151,17
4,1,151,14
5,1,151,17
6,1,151,15
1,1,152,17
2,1,152,15
3,1,152,12
4,1,152,13
5,1,152,15
6,1,152,17
1,1,153,11
2,1,153,8
3,1,153,11
4,1,153,14
5,1,153,15
6,1,153,12
1,1,154,11
2,1,154,8
3,1,154,10
4,1,154,10
5,1,154,11
6,1,154,15
1,1,155,11
2,1,155,15
3,1,155,12
4,1,155,9
5,1,155,13
6,1,155,16
1,1,156,5
2,1,156,6
3,1,156,7
4,1,156,10
5,1,156,13
6,1,156,12
1,1,157,7
2,1,157,6
3,1,157,10
4,1,157,8
5,1,157,12
6,1,157,11
1,1,158,17
2,1,158,16
3,1,158,20
4,1,158,20
5,1,158,20
6,1,158,20
1,1,159,7
2,1,159,7
3,1,159,6
4,1,159,6
5,1,159,6
6,1,159,7
1,1,160,17
2,1,160,15
3,1,160,13
4,1,160,16
5,1,160,19
6,1,160,18
1,1,161,10
2,1,161,8
3,1,161,9
4,1,161,13
5,1,161,10
6,1,161,13
1,1,162,10
2,1,162,14
3,1,162,15
4,1,162,16
5,1,162,20
6,1,162,19
1,1,163,4
2,1,163,7
3,1,163,9
4,1,163,13
5,1,163,16
6,1,163,13
1,1,164,14
2,1,164,17
3,1,164,14
4,1,164,15
5,1,164,14
6,1,164,18
1,1,165,15
2,1,165,13
3,1,165,16
4,1,165,17
5,1,165,15
6,1,165,15
1,1,166,6
2,1,166,7
3,1,166,4
4,1,166,3
5,1,166,2
6,1,166,3
1,1,167,11
2,1,167,11
3,1,167,12
4,1,167,9
5,1,167,10
6,1,167,9
1,1,168,10
2,1,168,9
3,1,168,6
4,1,168,7
5,1,168,4
6,1,168,4
1,1,169,12
2,1,169,15
3,1,169,15
4,1,169,14
5,1,169,17
6,1,169,14
1,1,170,14
2,1,170,13
3,1,170,16
4,1,170,16
5,1,170,20
6,1,170,18
1,1,171,3
2,1,171,3
3,1,171,0
4,1,171,1
5,1,171,0
6,1,171,1
1,1,172,11
2,1,172,10
3,1,172,13
4,1,172,12
5,1,172,12
6,1,172,16
1,1,173,15
2,1,173,18
3,1,173,16
4,1,173,13
5,1,173,16
6,1,173,20
1,1,174,12
2,1,174,16
3,1,174,16
4,1,174,13
5,1,174,12
6,1,174,9
1,1,175,13
2,1,175,11
3,1,175,12
4,1,175,12
5,1,175,10
6,1,175,12
1,1,176,11
2,1,176,10
3,1,176,7
4,1,176,7
5,1,176,5
6,1,176,9
1,1,177,19
2,1,177,17
3,1,177,14
4,1,177,12
5,1,177,14
6,1,177,15
1,1,178,18
2,1,178,15
3,1,178,18
4,1,178,20
5,1,178,19
6,1,178,18
1,1,179,15
2,1,179,19
3,1,179,20
4,1,179,17
5,1,179,19
6,1,179,18
1,1,180,5
2,1,180,7
3,1,180,11
4,1,180,14
5,1,180,15
6,1,180,18
1,1,181,6
2,1,181,9
3,1,181,9
4,1,181,13
5,1,181,12
6,1,181,10
1,1,182,13
2,1,182,13
3,1,182,11
4,1,182,14
5,1,182,12
6,1,182,14
1,1,183,1
2,1,183,4
3,1,183,4
4,1,183,4
5,1,183,1
6,1,183,4
1,1,184,3
2,1,184,3
3,1,184,2
4,1,184,4
5,1,184,3
6,1,184,0
1,1,185,2
2,1,185,4
3,1,185,5
4,1,185,4
5,1,185,4
6,1,185,1
1,1,186,8
2,1,186,11
3,1,186,8
4,1,186,12
5,1,186,14
6,1,186,18
1,1,187,6
2,1,187,3
3,1,187,4
4,1,187,7
5,1,187,7
6,1,187,7
1,1,188,4
2,1,188,2
3,1,188,6
4,1,188,4
5,1,188,3
6,1,188,7
1,1,189,9
2,1,189,6
3,1,189,7
4,1,189,6
5,1,189,8
6,1,189,7
1,1,190,13
2,1,190,12
3,1,190,16
4,1,190,15
5,1,190,17
6,1,190,14
1,2,1,4
2,2,1,4
3,2,1,8
4,2,1,6
5,2,1,4
6,2,1,3
1,2,3,10
2,2,3,9
3,2,3,10
4,2,3,10
5,2,3,7
6,2,3,6
1,2,4,16
2,2,4,15
3,2,4,16
4,2,4,18
5,2,4,16
6,2,4,15
1,2,5,2
2,2,5,1
3,2,5,2
4,2,5,1
5,2,5,4
6,2,5,4
1,2,6,15
2,2,6,15
3,2,6,18
4,2,6,16
5,2,6,14
6,2,6,11
1,2,7,20
2,2,7,17
3,2,7,19
4,2,7,20
5,2,7,19
6,2,7,16
1,2,8,8
2,2,8,9
3,2,8,7
4,2,8,4
5,2,8,7
6,2,8,11
1,2,9,8
2,2,9,6
3,2,9,4
4,2,9,6
5,2,9,7
6,2,9,10
1,2,10,3
2,2,10,1
3,2,10,0
4,2,10,3
5,2,10,4
6,2,10,5
1,2,11,19
2,2,11,20
3,2,11,18
4,2,11,15
5,2,11,19
6,2,11,16
1,2,12,15
2,2,12,15
3,2,12,18
4,2,12,17
5,2,12,17
6,2,12,16
1,2,13,2
2,2,13,5
3,2,13,2
4,2,13,4
5,2,13,7
6,2,13,7
1,2,14,2
2,2,14,3
3,2,14,5
4,2,14,9
5,2,14,8
6,2,14,10
1,2,15,17
2,2,15,17
3,2,15,20
4,2,15,18
5,2,15,15
6,2,15,17
1,2,16,11
2,2,16,12
3,2,16,15
4,2,16,16
5,2,16,19
6,2,16,20
1,2,17,19
2,2,17,20
3,2,17,19
4,2,17,16
5,2,17,15
6,2,17,15
1,2,18,4
2,2,18,3
3,2,18,1
4,2,18,1
5,2,18,5
6,2,18,9
1,2,19,10
2,2,19,14
3,2,19,16
4,2,19,20
5,2,19,20
6,2,19,18
1,2,20,3
2,2,20,3
3,2,20,4
4,2,20,7
5,2,20,11
6,2,20,15
1,2,21,5
2,2,21,3
3,2,21,1
4,2,21,4
5,2,21,5
6,2,21,3
1,2,22,9
2,2,22,11
3,2,22,13
4,2,22,15
5,2,22,15
6,2,22,15
1,2,23,9
2,2,23,12
3,2,23,15
4,2,23,19
5,2,23,18
6,2,23,20
1,2,24,3
2,2,24,1
3,2,24,2
4,2,24,5
5,2,24,7
6,2,24,11
1,2,25,18
2,2,25,20
3,2,25,18
4,2,25,18
5,2,25,17
6,2,25,19
1,2,26,3
2,2,26,5
3,2,26,7
4,2,26,11
5,2,26,10
6,2,26,7
1,2,27,18
2,2,27,20
3,2,27,18
4,2,27,17
5,2,27,20
6,2,27,20
1,2,28,12
2,2,28,14
3,2,28,15
4,2,28,14
5,2,28,16
6,2,28,18
1,2,29,11
2,2,29,15
3,2,29,18
4,2,29,20
5,2,29,19
6,2,29,20
1,2,30,19
2,2,30,18
3,2,30,20
4,2,30,17
5,2,30,18
6,2,30,16
1,2,31,14
2,2,31,11
3,2,31,12
4,2,31,12
5,2,31,13
6,2,31,13
1,2,32,10
2,2,32,13
3,2,32,12
4,2,32,9
5,2,32,11
6,2,32,13
1,2,33,20
2,2,33,20
3,2,33,20
4,2,33,18
5,2,33,16
6,2,33,13
1,2,34,15
2,2,34,19
3,2,34,16
4,2,34,15
5,2,34,14
6,2,34,11
1,2,35,11
2,2,35,10
3,2,35,12
4,2,35,11
5,2,35,11
6,2,35,12
1,2,36,15
2,2,36,18
3,2,36,20
4,2,36,20
5,2,36,18
6,2,36,16
1,2,37,10
2,2,37,7
3,2,37,7
4,2,37,6
5,2,37,3
6,2,37,3
1,2,38,5
2,2,38,7
3,2,38,11
4,2,38,14
5,2,38,18
6,2,38,19
1,2,39,6
2,2,39,9
3,2,39,7
4,2,39,8
5,2,39,9
6,2,39,6
1,2,40,19
2,2,40,16
3,2,40,18
4,2,40,16
5,2,40,19
6,2,40,16
1,2,41,17
2,2,41,17
3,2,41,14
4,2,41,15
5,2,41,19
6,2,41,19
1,2,42,17
2,2,42,16
3,2,42,14
4,2,42,15
5,2,42,19
6,2,42,18
1,2,43,16
2,2,43,16
3,2,43,17
4,2,43,15
5,2,43,14
6,2,43,17
1,2,44,18
2,2,44,16
3,2,44,19
4,2,44,16
5,2,44,15
6,2,44,14
1,2,45,1
2,2,45,1
3,2,45,3
4,2,45,7
5,2,45,10
6,2,45,10
1,2,46,7
2,2,46,5
3,2,46,6
4,2,46,7
5,2,46,10
6,2,46,10
1,2,47,3
2,2,47,6
3,2,47,7
4,2,47,6
5,2,47,4
6,2,47,4
1,2,48,8
2,2,48,8
3,2,48,11
4,2,48,8
5,2,48,6
6,2,48,3
1,2,49,3
2,2,49,6
3,2,49,7
4,2,49,10
5,2,49,10
6,2,49,13
1,2,50,9
2,2,50,9
3,2,50,12
4,2,50,9
5,2,50,7
6,2,50,11
1,2,51,10
2,2,51,8
3,2,51,11
4,2,51,15
5,2,51,12
6,2,51,12
1,2,52,18
2,2,52,20
3,2,52,18
4,2,52,17
5,2,52,15
6,2,52,16
1,2,53,8
2,2,53,6
3,2,53,8
4,2,53,8
5,2,53,9
6,2,53,7
1,2,54,15
2,2,54,15
3,2,54,15
4,2,54,18
5,2,54,18
6,2,54,16
1,2,55,3
2,2,55,6
3,2,55,5
4,2,55,2
5,2,55,5
6,2,55,2
1,2,56,11
2,2,56,8
3,2,56,10
4,2,56,11
5,2,56,15
6,2,56,19
1,2,57,19
2,2,57,20
3,2,57,20
4,2,57,18
5,2,57,16
6,2,57,17
1,2,58,18
2,2,58,16
3,2,58,18
4,2,58,18
5,2,58,19
6,2,58,18
1,2,59,12
2,2,59,11
3,2,59,9
4,2,59,12
5,2,59,10
6,2,59,14
1,2,60,13
2,2,60,12
3,2,60,15
4,2,60,14
5,2,60,11
6,2,60,14
1,2,61,18
2,2,61,17
3,2,61,15
4,2,61,15
5,2,61,14
6,2,61,15
1,2,62,10
2,2,62,13
3,2,62,11
4,2,62,11
5,2,62,9
6,2,62,11
1,2,63,11
2,2,63,9
3,2,63,6
4,2,63,4
5,2,63,1
6,2,63,1
1,2,64,11
2,2,64,14
3,2,64,18
4,2,64,19
5,2,64,18
6,2,64,20
1,2,65,20
2,2,65,20
3,2,65,20
4,2,65,18
5,2,65,20
6,2,65,20
1,2,66,7
2,2,66,8
3,2,66,11
4,2,66,12
5,2,66,11
6,2,66,14
1,2,67,15
2,2,67,17
3,2,67,14
4,2,67,11
5,2,67,12
6,2,67,12
1,2,68,9
2,2,68,10
3,2,68,13
4,2,68,16
5,2,68,20
6,2,68,17
1,2,69,7
2,2,69,7
3,2,69,8
4,2,69,11
5,2,69,10
6,2,69,7
1,2,70,15
2,2,70,17
3,2,70,17
4,2,70,16
5,2,70,13
6,2,70,10
1,2,71,19
2,2,71,20
3,2,71,20
4,2,71,17
5,2,71,15
6,2,71,18
1,2,72,5
2,2,72,8
3,2,72,5
4,2,72,6
5,2,72,8
6,2,72,8
1,2,73,7
2,2,73,10
3,2,73,8
4,2,73,11
5,2,73,8
6,2,73,9
1,2,74,11
2,2,74,9
3,2,74,10
4,2,74,12
5,2,74,9
6,2,74,13
1,2,75,6
2,2,75,10
3,2,75,13
4,2,75,15
5,2,75,19
6,2,75,19
1,2,76,12
2,2,76,12
3,2,76,14
4,2,76,16
5,2,76,19
6,2,76,19
1,2,77,12
2,2,77,9
3,2,77,8
4,2,77,10
5,2,77,9
6,2,77,12
1,2,78,5
2,2,78,4
3,2,78,4
4,2,78,8
5,2,78,6
6,2,78,6
1,2,79,10
2,2,79,13
3,2,79,15
4,2,79,17
5,2,79,14
6,2,79,16
1,2,80,12
2,2,80,9
3,2,80,13
4,2,80,16
5,2,80,20
6,2,80,18
1,2,81,2
2,2,81,5
3,2,81,9
4,2,81,12
5,2,81,16
6,2,81,13
1,2,82,3
2,2,82,0
3,2,82,4
4,2,82,4
5,2,82,1
6,2,82,5
1,2,83,5
2,2,83,5
3,2,83,5
4,2,83,7
5,2,83,5
6,2,83,8
1,2,84,0
2,2,84,3
3,2,84,0
4,2,84,3
5,2,84,3
6,2,84,5
1,2,85,18
2,2,85,15
3,2,85,13
4,2,85,15
5,2,85,15
6,2,85,17
1,2,86,17
2,2,86,19
3,2,86,19
4,2,86,16
5,2,86,20
6,2,86,19
1,2,87,12
2,2,87,12
3,2,87,14
4,2,87,13
5,2,87,16
6,2,87,13
1,2,88,10
2,2,88,11
3,2,88,15
4,2,88,17
5,2,88,15
6,2,88,19
1,2,89,20
2,2,89,19
3,2,89,16
4,2,89,14
5,2,89,15
6,2,89,12
1,2,90,18
2,2,90,20
3,2,90,18
4,2,90,20
5,2,90,20
6,2,90,20
1,2,91,2
2,2,91,3
3,2,91,2
4,2,91,1
5,2,91,5
6,2,91,8
1,2,92,17
2,2,92,17
3,2,92,20
4,2,92,19
5,2,92,19
6,2,92,16
1,2,93,12
2,2,93,15
3,2,93,13
4,2,93,12
5,2,93,15
6,2,93,19
1,2,94,5
2,2,94,9
3,2,94,10
4,2,94,12
5,2,94,9
6,2,94,6
1,2,95,2
2,2,95,2
3,2,95,3
4,2,95,2
5,2,95,1
6,2,95,4
1,2,96,19
2,2,96,19
3,2,96,20
4,2,96,20
5,2,96,19
6,2,96,18
1,2,97,8
2,2,97,9
3,2,97,10
4,2,97,9
5,2,97,12
6,2,97,10
1,2,98,7
2,2,98,5
3,2,98,9
4,2,98,13
5,2,98,11
6,2,98,13
1,2,99,2
2,2,99,3
3,2,99,4
4,2,99,6
5,2,99,4
6,2,99,1
1,2,100,9
2,2,100,10
3,2,100,13
4,2,100,15
5,2,100,12
6,2,100,9
1,2,101,20
2,2,101,17
3,2,101,17
4,2,101,14
5,2,101,14
6,2,101,16
1,2,102,11
2,2,102,15
3,2,102,17
4,2,102,20
5,2,102,19
6,2,102,17
1,2,103,6
2,2,103,9
3,2,103,12
4,2,103,9
5,2,103,13
6,2,103,10
1,2,104,8
2,2,104,9
