6,220,5
5,1,29,8
6,1,29,5
1,1,30,4
2,1,30,3
3,1,30,0
4,1,30,1
5,1,30,1
6,1,30,1
1,1,31,6
2,1,31,6
3,1,31,9
4,1,31,7
5,1,31,5
6,1,31,3
1,1,32,6
2,1,32,4
3,1,32,1
4,1,32,2
5,1,32,0
6,1,32,2
1,1,33,2
2,1,33,2
3,1,33,0
4,1,33,2
5,1,33,2
6,1,33,0
1,1,34,0
2,1,34,0
3,1,34,1
4,1,34,1
5,1,34,1
6,1,34,3
1,1,35,1
2,1,35,0
3,1,35,0
4,1,35,2
5,1,35,0
6,1,35,2
1,1,36,10
2,1,36,8
3,1,36,8
4,1,36,5
5,1,36,2
6,1,36,2
1,1,37,0
2,1,37,3
3,1,37,3
4,1,37,1
5,1,37,1
6,1,37,3
1,1,38,4
2,1,38,1
3,1,38,2
4,1,38,2
5,1,38,1
6,1,38,0
1,1,39,0
2,1,39,2
3,1,39,2
4,1,39,1
5,1,39,0
6,1,39,0
1,1,40,2
2,1,40,0
3,1,40,0
4,1,40,2
5,1,40,0
6,1,40,2
1,1,41,0
2,1,41,0
3,1,41,2
4,1,41,3
5,1,41,1
6,1,41,1
1,1,42,3
2,1,42,3
3,1,42,0
4,1,42,0
5,1,42,1
6,1,42,1
1,1,43,6
2,1,43,6
3,1,43,3
4,1,43,2
5,1,43,1
6,1,43,0
1,1,44,1
2,1,44,0
3,1,44,0
4,1,44,2
5,1,44,2
6,1,44,1
1,1,45,0
2,1,45,0
3,1,45,0
4,1,45,0
5,1,45,0
6,1,45,1
1,1,46,4
2,1,46,1
3,1,46,0
4,1,46,2
5,1,46,0
6,1,46,2
1,1,47,13
2,1,47,10
3,1,47,9
4,1,47,7
5,1,47,8
6,1,47,11
1,1,48,6
2,1,48,3
3,1,48,4
4,1,48,4
5,1,48,4
6,1,48,3
1,1,49,0
2,1,49,0
3,1,49,3
4,1,49,5
5,1,49,2
6,1,49,0
1,1,50,11
2,1,50,9
3,1,50,7
4,1,50,4
5,1,50,1
6,1,50,2
1,1,51,10
2,1,51,9
3,1,51,6
4,1,51,6
5,1,51,7
6,1,51,7
1,1,52,3
2,1,52,1
3,1,52,0
4,1,52,2
5,1,52,3
6,1,52,1
1,1,53,16
2,1,53,13
3,1,53,13
4,1,53,11
5,1,53,9
6,1,53,9
1,1,54,0
2,1,54,1
3,1,54,0
4,1,54,2
5,1,54,0
6,1,54,0
1,1,55,9
2,1,55,6
3,1,55,7
4,1,55,5
5,1,55,5
6,1,55,3
1,1,56,7
2,1,56,4
3,1,56,3
4,1,56,4
5,1,56,1
6,1,56,2
1,1,57,2
2,1,57,4
3,1,57,1
4,1,57,2
5,1,57,2
6,1,57,1
1,1,58,1
2,1,58,1
3,1,58,3
4,1,58,4
5,1,58,1
6,1,58,0
1,1,59,0
2,1,59,2
3,1,59,5
4,1,59,3
5,1,59,4
6,1,59,2
1,1,60,12
2,1,60,9
3,1,60,10
4,1,60,8
5,1,60,6
6,1,60,4
1,1,61,7
2,1,61,4
3,1,61,1
4,1,61,1
5,1,61,0
6,1,61,0
1,1,62,3
2,1,62,0
3,1,62,0
4,1,62,2
5,1,62,3
6,1,62,2
1,1,63,2
2,1,63,1
3,1,63,0
4,1,63,3
5,1,63,2
6,1,63,0
1,1,64,3
2,1,64,0
3,1,64,1
4,1,64,3
5,1,64,0
6,1,64,1
1,1,65,3
2,1,65,6
3,1,65,4
4,1,65,4
5,1,65,1
6,1,65,1
1,1,66,13
2,1,66,12
3,1,66,13
4,1,66,11
5,1,66,9
6,1,66,6
1,1,67,0
2,1,67,0
3,1,67,1
4,1,67,3
5,1,67,2
6,1,67,0
1,1,68,4
2,1,68,2
3,1,68,1
4,1,68,1
5,1,68,0
6,1,68,0
1,1,69,4
2,1,69,3
3,1,69,2
4,1,69,2
5,1,69,2
6,1,69,2
1,1,70,10
2,1,70,7
3,1,70,5
4,1,70,2
5,1,70,2
6,1,70,1
1,1,71,1
2,1,71,3
3,1,71,0
4,1,71,2
5,1,71,1
6,1,71,4
1,1,72,0
2,1,72,2
3,1,72,0
4,1,72,0
5,1,72,1
6,1,72,0
1,1,73,0
2,1,73,1
3,1,73,1
4,1,73,0
5,1,73,2
6,1,73,0
1,1,74,6
2,1,74,4
3,1,74,1
4,1,74,0
5,1,74,2
6,1,74,4
1,1,75,8
2,1,75,6
3,1,75,6
4,1,75,3
5,1,75,3
6,1,75,1
1,1,76,1
2,1,76,2
3,1,76,0
4,1,76,1
5,1,76,1
6,1,76,1
1,1,77,5
2,1,77,4
3,1,77,4
4,1,77,4
5,1,77,2
6,1,77,0
1,1,78,15
2,1,78,15
3,1,78,17
4,1,78,15
5,1,78,14
6,1,78,14
1,1,79,9
2,1,79,11
3,1,79,13
4,1,79,14
5,1,79,11
6,1,79,12
1,1,80,7
2,1,80,6
3,1,80,5
4,1,80,7
5,1,80,7
6,1,80,7
1,1,81,3
2,1,81,0
3,1,81,1
4,1,81,2
5,1,81,0
6,1,81,0
1,1,82,8
2,1,82,9
3,1,82,11
4,1,82,10
5,1,82,7
6,1,82,4
1,1,83,12
2,1,83,12
3,1,83,9
4,1,83,9
5,1,83,7
6,1,83,7
1,1,84,3
2,1,84,2
3,1,84,1
4,1,84,0
5,1,84,1
6,1,84,0
1,1,85,6
2,1,85,3
3,1,85,2
4,1,85,2
5,1,85,1
6,1,85,3
1,1,86,7
2,1,86,5
3,1,86,3
4,1,86,1
5,1,86,1
6,1,86,0
1,1,87,9
2,1,87,11
3,1,87,8
4,1,87,7
5,1,87,5
6,1,87,2
1,1,88,8
2,1,88,6
3,1,88,6
4,1,88,3
5,1,88,2
6,1,88,4
1,1,89,2
2,1,89,2
3,1,89,0
4,1,89,0
5,1,89,1
6,1,89,0
1,1,90,2
2,1,90,4
3,1,90,1
4,1,90,1
5,1,90,3
6,1,90,0
1,1,91,1
2,1,91,0
3,1,91,1
4,1,91,3
5,1,91,0
6,1,91,1
1,1,92,6
2,1,92,6
3,1,92,7
4,1,92,7
5,1,92,7
6,1,92,7
1,1,93,2
2,1,93,0
3,1,93,0
4,1,93,3
5,1,93,1
6,1,93,1
1,1,94,2
2,1,94,4
3,1,94,2
4,1,94,3
5,1,94,2
6,1,94,0
1,1,95,5
2,1,95,2
3,1,95,1
4,1,95,2
5,1,95,1
6,1,95,1
1,1,96,7
2,1,96,8
3,1,96,8
4,1,96,5
5,1,96,6
6,1,96,3
1,1,97,2
2,1,97,1
3,1,97,2
4,1,97,0
5,1,97,2
6,1,97,1
1,1,98,12
2,1,98,11
3,1,98,8
4,1,98,9
5,1,98,6
6,1,98,3
1,1,99,2
2,1,99,0
3,1,99,2
4,1,99,4
5,1,99,5
6,1,99,3
1,1,100,8
2,1,100,11
3,1,100,9
4,1,100,10
5,1,100,8
6,1,100,5
1,1,101,8
2,1,101,10
3,1,101,7
4,1,101,4
5,1,101,4
6,1,101,1
1,1,102,0
2,1,102,1
3,1,102,3
4,1,102,1
5,1,102,0
6,1,102,1
1,1,103,5
2,1,103,3
3,1,103,0
4,1,103,1
5,1,103,0
6,1,103,1
1,1,104,1
2,1,104,0
3,1,104,2
4,1,104,0
5,1,104,2
6,1,104,3
1,1,105,10
2,1,105,7
3,1,105,5
4,1,105,3
5,1,105,0
6,1,105,0
1,1,106,1
2,1,106,1
3,1,106,1
4,1,106,2
5,1,106,2
6,1,106,0
1,1,107,4
2,1,107,1
3,1,107,0
4,1,107,3
5,1,107,1
6,1,107,2
1,1,108,1
2,1,108,1
3,1,108,2
4,1,108,0
5,1,108,0
6,1,108,1
1,1,109,3
2,1,109,4
3,1,109,1
4,1,109,1
5,1,109,0
6,1,109,1
1,1,110,0
2,1,110,0
3,1,110,0
4,1,110,0
5,1,110,1
6,1,110,1
1,1,111,17
2,1,111,15
3,1,111,14
4,1,111,11
5,1,111,10
6,1,111,7
1,1,112,1
2,1,112,0
3,1,112,0
4,1,112,1
5,1,112,0
6,1,112,2
1,1,113,9
2,1,113,7
3,1,113,9
4,1,113,11
5,1,113,13
6,1,113,10
1,1,114,0
2,1,114,1
3,1,114,2
4,1,114,2
5,1,114,2
6,1,114,1
1,1,115,5
2,1,115,2
3,1,115,2
4,1,115,0
5,1,115,1
6,1,115,3
1,1,116,9
2,1,116,10
3,1,116,8
4,1,116,9
5,1,116,6
6,1,116,3
1,1,117,8
2,1,117,7
3,1,117,5
4,1,117,5
5,1,117,2
6,1,117,0
1,1,118,0
2,1,118,0
3,1,118,0
4,1,118,1
5,1,118,2
6,1,118,3
1,1,119,5
2,1,119,5
3,1,119,2
4,1,119,1
5,1,119,0
6,1,119,2
1,1,120,1
2,1,120,3
3,1,120,0
4,1,120,1
5,1,120,3
6,1,120,2
1,1,121,7
2,1,121,8
3,1,121,5
4,1,121,2
5,1,121,5
6,1,121,4
1,1,122,11
2,1,122,9
3,1,122,8
4,1,122,8
5,1,122,6
6,1,122,3
1,1,123,4
2,1,123,2
3,1,123,4
4,1,123,4
5,1,123,1
6,1,123,0
1,1,124,2
2,1,124,1
3,1,124,1
4,1,124,0
5,1,124,1
6,1,124,1
1,1,125,0
2,1,125,1
3,1,125,1
4,1,125,0
5,1,125,0
6,1,125,2
1,1,126,11
2,1,126,8
3,1,126,5
4,1,126,5
5,1,126,2
6,1,126,2
1,1,127,7
2,1,127,4
3,1,127,5
4,1,127,5
5,1,127,6
6,1,127,4
1,1,128,13
2,1,128,11
3,1,128,10
4,1,128,8
5,1,128,8
6,1,128,9
1,1,129,15
2,1,129,14
3,1,129,12
4,1,129,11
5,1,129,11
6,1,129,8
1,1,130,0
2,1,130,1
3,1,130,1
4,1,130,3
5,1,130,3
6,1,130,2
1,1,131,2
2,1,131,0
3,1,131,2
4,1,131,2
5,1,131,0
6,1,131,2
1,1,132,0
2,1,132,3
3,1,132,5
4,1,132,4
5,1,132,1
6,1,132,0
1,1,133,2
2,1,133,0
3,1,133,2
4,1,133,1
5,1,133,0
6,1,133,1
1,1,134,2
2,1,134,1
3,1,134,3
4,1,134,1
5,1,134,3
6,1,134,3
1,1,135,7
2,1,135,6
3,1,135,8
4,1,135,10
5,1,135,7
6,1,135,6
1,1,136,5
2,1,136,7
3,1,136,5
4,1,136,3
5,1,136,1
6,1,136,2
1,1,137,1
2,1,137,0
3,1,137,1
4,1,137,0
5,1,137,3
6,1,137,4
1,1,138,1
2,1,138,1
3,1,138,0
4,1,138,0
5,1,138,0
6,1,138,3
1,1,139,5
2,1,139,2
3,1,139,0
4,1,139,1
5,1,139,1
6,1,139,3
1,1,140,0
2,1,140,2
3,1,140,2
4,1,140,0
5,1,140,0
6,1,140,0
1,1,141,1
2,1,141,1
3,1,141,2
4,1,141,0
5,1,141,0
6,1,141,0
1,1,142,12
2,1,142,15
3,1,142,14
4,1,142,12
5,1,142,9
6,1,142,7
1,1,143,4
2,1,143,4
3,1,143,5
4,1,143,5
5,1,143,4
6,1,143,3
1,1,144,0
2,1,144,0
3,1,144,0
4,1,144,3
5,1,144,2
6,1,144,1
1,1,145,0
2,1,145,0
3,1,145,0
4,1,145,1
5,1,145,1
6,1,145,0
1,1,146,5
2,1,146,2
3,1,146,3
4,1,146,1
5,1,146,0
6,1,146,1
1,1,147,2
2,1,147,0
3,1,147,3
4,1,147,1
5,1,147,4
6,1,147,1
1,1,148,4
2,1,148,2
3,1,148,1
4,1,148,1
5,1,148,3
6,1,148,2
1,1,149,11
2,1,149,9
3,1,149,7
4,1,149,5
5,1,149,4
6,1,149,3
1,1,150,7
2,1,150,7
3,1,150,5
4,1,150,2
5,1,150,3
6,1,150,0
1,1,151,11
2,1,151,9
3,1,151,6
4,1,151,7
5,1,151,8
6,1,151,6
1,1,152,4
2,1,152,3
3,1,152,1
4,1,152,2
5,1,152,1
6,1,152,1
1,1,153,7
2,1,153,4
3,1,153,6
4,1,153,6
5,1,153,6
6,1,153,3
1,1,154,10
2,1,154,7
3,1,154,9
4,1,154,9
5,1,154,7
6,1,154,5
1,1,155,8
2,1,155,10
3,1,155,8
4,1,155,9
5,1,155,6
6,1,155,3
1,1,156,8
2,1,156,8
3,1,156,5
4,1,156,3
5,1,156,4
6,1,156,1
1,1,157,0
2,1,157,1
3,1,157,2
4,1,157,1
5,1,157,0
6,1,157,0
1,1,158,3
2,1,158,4
3,1,158,1
4,1,158,1
5,1,158,1
6,1,158,2
1,1,159,2
2,1,159,2
3,1,159,2
4,1,159,1
5,1,159,0
6,1,159,0
1,1,160,3
2,1,160,2
3,1,160,1
4,1,160,0
5,1,160,1
6,1,160,0
1,1,161,12
2,1,161,10
3,1,161,8
4,1,161,7
5,1,161,4
6,1,161,3
1,1,162,13
2,1,162,11
3,1,162,9
4,1,162,9
5,1,162,6
6,1,162,7
1,1,163,12
2,1,163,10
3,1,163,8
4,1,163,7
5,1,163,9
6,1,163,6
1,1,164,4
2,1,164,3
3,1,164,3
4,1,164,3
5,1,164,5
6,1,164,5
1,1,165,7
2,1,165,4
3,1,165,1
4,1,165,4
5,1,165,3
6,1,165,2
1,1,166,0
2,1,166,3
3,1,166,0
4,1,166,0
5,1,166,0
6,1,166,0
1,1,167,3
2,1,167,1
3,1,167,0
4,1,167,2
5,1,167,1
6,1,167,3
1,1,168,4
2,1,168,4
3,1,168,2
4,1,168,4
5,1,168,2
6,1,168,0
1,1,169,10
2,1,169,10
3,1,169,11
4,1,169,8
5,1,169,9
6,1,169,6
1,1,170,2
2,1,170,2
3,1,170,2
4,1,170,0
5,1,170,2
6,1,170,0
1,1,171,12
2,1,171,12
3,1,171,10
4,1,171,7
5,1,171,7
6,1,171,6
1,1,172,0
2,1,172,0
3,1,172,0
4,1,172,1
5,1,172,2
6,1,172,3
1,1,173,7
2,1,173,4
3,1,173,3
4,1,173,4
5,1,173,1
6,1,173,0
1,1,174,15
2,1,174,15
3,1,174,13
4,1,174,10
5,1,174,10
6,1,174,7
1,1,175,15
2,1,175,15
3,1,175,14
4,1,175,12
5,1,175,9
6,1,175,8
1,1,176,4
2,1,176,1
3,1,176,2
4,1,176,1
5,1,176,3
6,1,176,4
1,1,177,0
2,1,177,1
3,1,177,0
4,1,177,3
5,1,177,1
6,1,177,0
1,1,178,1
2,1,178,2
3,1,178,2
4,1,178,3
5,1,178,2
6,1,178,1
1,1,179,5
2,1,179,3
3,1,179,4
4,1,179,7
5,1,179,7
6,1,179,4
1,1,180,10
2,1,180,11
3,1,180,9
4,1,180,6
5,1,180,4
6,1,180,4
1,1,181,0
2,1,181,2
3,1,181,2
4,1,181,2
5,1,181,0
6,1,181,0
1,1,182,2
2,1,182,0
3,1,182,1
4,1,182,1
5,1,182,0
6,1,182,2
1,1,183,7
2,1,183,5
3,1,183,3
4,1,183,3
5,1,183,3
6,1,183,2
1,1,184,1
2,1,184,0
3,1,184,2
4,1,184,1
5,1,184,0
6,1,184,0
1,1,185,3
2,1,185,2
3,1,185,2
4,1,185,1
5,1,185,1
6,1,185,0
1,1,186,7
2,1,186,5
3,1,186,6
4,1,186,4
5,1,186,5
6,1,186,4
1,1,187,2
2,1,187,1
3,1,187,2
4,1,187,0
5,1,187,3
6,1,187,0
1,1,188,7
2,1,188,5
3,1,188,3
4,1,188,5
5,1,188,2
6,1,188,0
1,1,189,2
2,1,189,0
3,1,189,1
4,1,189,1
5,1,189,3
6,1,189,1
1,1,190,6
2,1,190,5
3,1,190,6
4,1,190,6
5,1,190,7
6,1,190,5
1,1,191,10
2,1,191,8
3,1,191,5
4,1,191,3
5,1,191,2
6,1,191,0
1,1,192,2
2,1,192,1
3,1,192,1
4,1,192,0
5,1,192,1
6,1,192,2
1,1,193,4
2,1,193,2
3,1,193,0
4,1,193,0
5,1,193,1
6,1,193,0
1,1,194,2
2,1,194,2
3,1,194,0
4,1,194,2
5,1,194,1
6,1,194,1
1,1,195,4
2,1,195,4
3,1,195,4
4,1,195,2
5,1,195,1
6,1,195,2
1,1,196,7
2,1,196,9
3,1,196,6
4,1,196,3
5,1,196,1
6,1,196,0
1,1,197,10
2,1,197,9
3,1,197,6
4,1,197,6
5,1,197,5
6,1,197,8
1,1,198,6
2,1,198,8
3,1,198,5
4,1,198,5
5,1,198,7
6,1,198,10
1,1,199,8
2,1,199,6
3,1,199,7
4,1,199,4
5,1,199,6
6,1,199,4
1,1,200,7
2,1,200,6
3,1,200,4
4,1,200,4
5,1,200,3
6,1,200,2
1,1,201,1
2,1,201,0
3,1,201,0
4,1,201,1
5,1,201,2
6,1,201,0
1,1,202,14
2,1,202,13
3,1,202,13
4,1,202,15
5,1,202,12
6,1,202,11
1,1,203,7
2,1,203,4
3,1,203,3
4,1,203,1
5,1,203,1
6,1,203,4
1,1,204,10
2,1,204,10
3,1,204,7
4,1,204,7
5,1,204,5
6,1,204,6
1,1,205,5
2,1,205,3
3,1,205,4
4,1,205,4
5,1,205,3
6,1,205,1
1,1,206,2
2,1,206,2
3,1,206,0
4,1,206,0
5,1,206,0
6,1,206,0
1,1,207,17
2,1,207,16
3,1,207,13
4,1,207,14
5,1,207,12
6,1,207,9
1,1,208,6
2,1,208,6
3,1,208,3
4,1,208,0
5,1,208,1
6,1,208,1
1,1,209,8
2,1,209,5
3,1,209,2
4,1,209,2
5,1,209,2
6,1,209,3
1,1,210,7
2,1,210,4
3,1,210,2
4,1,210,0
5,1,210,2
6,1,210,2
1,1,211,1
2,1,211,1
3,1,211,2
4,1,211,1
5,1,211,0
6,1,211,0
1,1,212,0
2,1,212,0
3,1,212,3
4,1,212,5
5,1,212,2
6,1,212,3
1,1,213,11
2,1,213,8
3,1,213,7
4,1,213,4
5,1,213,1
6,1,213,2
1,1,214,3
2,1,214,0
3,1,214,1
4,1,214,3
5,1,214,0
6,1,214,1
1,1,215,7
2,1,215,7
3,1,215,5
4,1,215,3
5,1,215,2
6,1,215,0
1,1,216,12
2,1,216,9
3,1,216,9
4,1,216,11
5,1,216,8
6,1,216,6
1,1,217,0
2,1,217,0
3,1,217,0
4,1,217,1
5,1,217,0
6,1,217,3
1,1,218,0
2,1,218,2
3,1,218,1
4,1,218,2
5,1,218,2
6,1,218,4
1,1,219,1
2,1,219,0
3,1,219,0
4,1,219,1
5,1,219,0
6,1,219,1
1,1,220,1
2,1,220,0
3,1,220,0
4,1,220,3
5,1,220,1
6,1,220,1
1,2,1,3
2,2,1,0
3,2,1,2
4,2,1,1
5,2,1,1
6,2,1,1
1,2,3,5
2,2,3,5
3,2,3,3
4,2,3,1
5,2,3,0
6,2,3,0
1,2,4,1
2,2,4,3
3,2,4,2
4,2,4,1
5,2,4,0
6,2,4,3
1,2,5,1
2,2,5,0
3,2,5,1
4,2,5,3
5,2,5,0
6,2,5,2
1,2,6,3
2,2,6,1
3,2,6,2
4,2,6,3
5,2,6,1
6,2,6,1
1,2,7,5
2,2,7,3
3,2,7,1
4,2,7,1
5,2,7,0
6,2,7,0
1,2,8,3
2,2,8,1
3,2,8,0
4,2,8,0
5,2,8,1
6,2,8,2
1,2,9,7
2,2,9,8
3,2,9,9
4,2,9,6
5,2,9,4
6,2,9,1
1,2,10,8
2,2,10,8
3,2,10,7
4,2,10,7
5,2,10,6
6,2,10,5
1,2,11,1
2,2,11,2
3,2,11,0
4,2,11,0
5,2,11,2
6,2,11,2
1,2,12,3
2,2,12,4
3,2,12,1
4,2,12,0
5,2,12,2
6,2,12,2
1,2,13,13
2,2,13,12
3,2,13,9
4,2,13,7
5,2,13,4
6,2,13,1
1,2,14,0
2,2,14,2
3,2,14,2
4,2,14,1
5,2,14,1
6,2,14,2
1,2,15,3
2,2,15,5
3,2,15,2
4,2,15,4
5,2,15,3
6,2,15,0
1,2,16,4
2,2,16,5
3,2,16,7
4,2,16,7
5,2,16,6
6,2,16,6
1,2,17,1
2,2,17,1
3,2,17,0
4,2,17,0
5,2,17,1
6,2,17,1
1,2,18,14
2,2,18,15
3,2,18,13
4,2,18,11
5,2,18,8
6,2,18,6
1,2,19,2
2,2,19,1
3,2,19,3
4,2,19,1
5,2,19,0
6,2,19,0
1,2,20,10
2,2,20,9
3,2,20,7
4,2,20,5
5,2,20,5
6,2,20,2
1,2,21,4
2,2,21,7
3,2,21,4
4,2,21,2
5,2,21,0
6,2,21,1
1,2,22,13
2,2,22,10
3,2,22,9
4,2,22,8
5,2,22,6
6,2,22,4
1,2,23,4
2,2,23,3
3,2,23,0
4,2,23,0
5,2,23,0
6,2,23,1
1,2,24,4
2,2,24,2
3,2,24,2
4,2,24,1
5,2,24,1
6,2,24,3
1,2,25,3
2,2,25,2
3,2,25,2
4,2,25,0
5,2,25,0
6,2,25,1
1,2,26,0
2,2,26,0
3,2,26,2
4,2,26,1
5,2,26,0
6,2,26,3
1,2,27,13
2,2,27,13
3,2,27,14
4,2,27,16
5,2,27,14
6,2,27,11
1,2,28,4
2,2,28,1
3,2,28,0
4,2,28,2
5,2,28,2
6,2,28,1
1,2,29,12
2,2,29,10
3,2,29,8
4,2,29,5
5,2,29,8
6,2,29,5
1,2,30,9
2,2,30,6
3,2,30,3
4,2,30,4
5,2,30,5
6,2,30,4
1,2,31,5
2,2,31,4
3,2,31,4
4,2,31,1
5,2,31,1
6,2,31,1
1,2,32,3
2,2,32,1
3,2,32,4
4,2,32,3
5,2,32,4
6,2,32,2
1,2,33,5
2,2,33,3
3,2,33,0
4,2,33,0
5,2,33,0
6,2,33,0
1,2,34,5
2,2,34,3
3,2,34,1
4,2,34,1
5,2,34,2
6,2,34,0
1,2,35,1
2,2,35,0
3,2,35,1
4,2,35,4
5,2,35,5
6,2,35,7
1,2,36,0
2,2,36,1
3,2,36,2
4,2,36,0
5,2,36,0
6,2,36,0
1,2,37,14
2,2,37,16
3,2,37,15
4,2,37,13
5,2,37,11
6,2,37,8
1,2,38,2
2,2,38,4
3,2,38,1
4,2,38,2
5,2,38,3
6,2,38,4
1,2,39,11
2,2,39,9
3,2,39,6
4,2,39,5
5,2,39,3
6,2,39,5
1,2,40,8
2,2,40,8
3,2,40,8
4,2,40,9
5,2,40,11
6,2,40,13
1,2,41,8
2,2,41,7
3,2,41,5
4,2,41,2
5,2,41,0
6,2,41,2
1,2,42,9
2,2,42,8
3,2,42,8
4,2,42,5
5,2,42,2
6,2,42,2
1,2,43,4
2,2,43,4
3,2,43,4
4,2,43,4
5,2,43,1
6,2,43,1
1,2,44,10
2,2,44,8
3,2,44,5
4,2,44,3
5,2,44,4
6,2,44,1
1,2,45,3
2,2,45,1
3,2,45,0
4,2,45,2
5,2,45,0
6,2,45,2
1,2,46,3
2,2,46,3
3,2,46,4
4,2,46,4
5,2,46,6
6,2,46,5
1,2,47,0
2,2,47,2
3,2,47,2
4,2,47,0
5,2,47,0
6,2,47,1
1,2,48,1
2,2,48,2
3,2,48,2
4,2,48,1
5,2,48,1
6,2,48,3
1,2,49,4
2,2,49,4
3,2,49,4
4,2,49,1
5,2,49,2
6,2,49,2
1,2,50,11
2,2,50,12
3,2,50,10
4,2,50,10
5,2,50,8
6,2,50,5
1,2,51,10
2,2,51,10
3,2,51,9
4,2,51,10
5,2,51,10
6,2,51,7
1,2,52,3
2,2,52,2
3,2,52,2
4,2,52,0
5,2,52,1
6,2,52,1
1,2,53,13
2,2,53,14
3,2,53,12
4,2,53,11
5,2,53,14
6,2,53,14
1,2,54,8
2,2,54,9
3,2,54,9
4,2,54,10
5,2,54,7
6,2,54,4
1,2,55,4
2,2,55,1
3,2,55,2
4,2,55,1
5,2,55,0
6,2,55,2
1,2,56,3
2,2,56,2
3,2,56,5
4,2,56,2
5,2,56,5
6,2,56,4
1,2,57,4
2,2,57,2
3,2,57,4
4,2,57,1
5,2,57,2
6,2,57,4
1,2,58,11
2,2,58,8
3,2,58,8
4,2,58,7
5,2,58,9
6,2,58,6
1,2,59,4
2,2,59,4
3,2,59,3
4,2,59,5
5,2,59,4
6,2,59,2
1,2,60,0
2,2,60,1
3,2,60,2
4,2,60,0
5,2,60,1
6,2,60,2
1,2,61,10
2,2,61,10
3,2,61,7
4,2,61,4
5,2,61,1
6,2,61,3
1,2,62,0
2,2,62,1
3,2,62,0
4,2,62,1
5,2,62,1
6,2,62,4
1,2,63,5
2,2,63,7
3,2,63,7
4,2,63,8
5,2,63,7
6,2,63,9
1,2,64,6
2,2,64,5
3,2,64,2
4,2,64,4
5,2,64,3
6,2,64,3
1,2,65,1
2,2,65,3
3,2,65,0
4,2,65,0
5,2,65,0
6,2,65,2
1,2,66,1
2,2,66,1
3,2,66,2
4,2,66,0
5,2,66,1
6,2,66,2
1,2,67,9
2,2,67,10
3,2,67,10
4,2,67,8
5,2,67,8
6,2,67,7
1,2,68,14
2,2,68,13
3,2,68,11
4,2,68,11
5,2,68,8
6,2,68,5
1,2,69,0
2,2,69,3
3,2,69,1
4,2,69,1
5,2,69,4
6,2,69,2
1,2,70,6
2,2,70,4
3,2,70,2
4,2,70,1
5,2,70,1
6,2,70,4
1,2,71,10
2,2,71,7
3,2,71,6
4,2,71,4
5,2,71,2
6,2,71,0
1,2,72,1
2,2,72,0
3,2,72,0
4,2,72,2
5,2,72,3
6,2,72,0
1,2,73,4
2,2,73,5
3,2,73,2
4,2,73,0
5,2,73,0
6,2,73,1
1,2,74,12
2,2,74,12
